StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent question,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,ID Question,PROLIFIC_PID
2025-07-25 11:13:32,2025-07-25 11:15:29,0,108.217.72.81,100,116,1,2025-07-25 11:15:30,R_3kLk2qMlOpYIpPJ,,,,,33.781,-118.2622,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,50,3,40,70,50,100,20,15,100,,,,,,,,,,,,,5b5a822e1ad8270001c4f28d
2025-07-25 11:14:40,2025-07-25 11:15:31,0,107.139.141.32,100,50,1,2025-07-25 11:15:32,R_6Gy8xW4w1rMChD7,,,,,33.5134,-101.8818,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,88,28,80,100,54,68,100,74,5,4,,5e0696dea7fba607951ae479
2025-07-25 11:16:07,2025-07-25 11:16:46,0,75.142.97.12,100,39,1,2025-07-25 11:16:46,R_35bdOVL7o11kPgl,,,,,33.8681,-118.1831,anonymous,EN,1,0,0,57,80,51,0,90,100,0,100,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66293d5a64d7c17108483f34
2025-07-25 11:16:48,2025-07-25 11:18:05,0,24.131.5.218,100,77,1,2025-07-25 11:18:05,R_3ZU2jWfyEo1idzC,,,,,36.6883,-79.8685,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,20,100,50,100,0,0,29,100,100,71,81,,,,,,,,,,,,,,,,,,,,,,,,6751aca3df77a73a16f32127
2025-07-25 11:17:41,2025-07-25 11:18:10,0,184.153.96.16,100,29,1,2025-07-25 11:18:11,R_6IkXf713hmpE70B,,,,,40.7465,-73.909,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,82,47,52,78,71,50,100,64,73,78,,,,,,,,,,,,,65d53cf473e1b96ac92b5f33
2025-07-25 11:17:36,2025-07-25 11:19:01,0,174.244.52.186,100,85,1,2025-07-25 11:19:02,R_54Gehey9fmgDSne,,,,,32.799,-96.956,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,71,49,56,85,32,76,100,6,52,52,,60131babd3a5ad18ed8b15a3
2025-07-25 11:17:34,2025-07-25 11:19:11,0,97.86.196.26,100,96,1,2025-07-25 11:19:11,R_32IWZJiYKTNhyqL,,,,,38.3342,-90.9742,anonymous,EN,1,,,,,,,,,,,,45,0,30,80,55,65,50,100,55,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67001b28a9974a03b6ffec54
2025-07-25 11:19:20,2025-07-25 11:20:29,0,64.140.185.18,100,69,1,2025-07-25 11:20:30,R_6lmlDxssSwQpKSl,,,,,48.1966,-96.7728,anonymous,EN,1,20,50,100,100,70,20,69,100,100,80,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bb9cca600312000015713d8
2025-07-25 11:19:30,2025-07-25 11:20:57,0,172.58.122.222,100,86,1,2025-07-25 11:20:58,R_7DmjC3yCLDMSOHL,,,,,42.3575,-83.2162,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,0,39,78,9,14,84,0,100,45,51,98,,,,,,,,,,,,,,,,,,,,,,,,62961bfdbe5f238d3225db72
2025-07-25 11:20:20,2025-07-25 11:21:21,0,74.133.212.31,100,60,1,2025-07-25 11:21:21,R_5VwiSrppoXcc5vd,,,,,38.2652,-85.623,anonymous,EN,1,50,70,50,90,100,10,80,100,80,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62ed458d61ebd1930833e95a
2025-07-25 11:20:21,2025-07-25 11:21:23,0,71.61.53.83,100,61,1,2025-07-25 11:21:23,R_7BBQGjX3Cm73A1H,,,,,40.9958,-80.3264,anonymous,EN,1,84,40,24,42,21,19,1,100,54,74,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62b9c2f1e55fe9f17dfedc5d
2025-07-25 11:20:50,2025-07-25 11:21:30,0,69.204.28.176,100,39,1,2025-07-25 11:21:31,R_6Y8NPYLxpxYhzKn,,,,,43.0037,-78.8496,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,3,100,27,4,100,35,25,55,,5e2e34ba77d2c74148d7d0d2
2025-07-25 11:20:17,2025-07-25 11:21:43,0,71.236.126.3,100,86,1,2025-07-25 11:21:43,R_6Cm6QNuMbtcDSZ6,,,,,40.7706,-80.3576,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,0,40,25,71,0,100,0,100,75,75,0,,,,,,,,,,,,,,,,,,,,,,,,6384ec504af00dd4483f521e
2025-07-25 11:21:38,2025-07-25 11:22:21,0,174.219.216.97,100,42,1,2025-07-25 11:22:21,R_5irreUy3ZHx0UH6,,,,,39.7436,-86.1158,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,90,59,88,100,76,77,100,11,82,72,,,,,,,,,,,,,672ff35fc68be1c3a2a49e58
2025-07-25 11:21:52,2025-07-25 11:22:27,0,73.4.141.32,100,35,1,2025-07-25 11:22:27,R_5e4RRqvOWiXnq3j,,,,,41.4129,-72.9077,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,79,80,11,100,21,22,100,69,70,41,,663e3f366b93a2c1016f6e6c
2025-07-25 11:21:28,2025-07-25 11:22:32,0,47.41.231.135,100,63,1,2025-07-25 11:22:32,R_1eHv8QDeZkYmLkJ,,,,,34.1354,-117.599,anonymous,EN,1,,,,,,,,,,,,97,50,81,97,54,74,21,100,50,51,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6123fc5fe45f1905d9e7fe29
2025-07-25 11:22:08,2025-07-25 11:23:08,0,24.111.181.90,100,60,1,2025-07-25 11:23:09,R_7iQjZpXBne7lH8C,,,,,46.8045,-100.7865,anonymous,EN,1,,,,,,,,,,,,100,27,100,100,75,92,73,100,100,78,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6317ff092d6b47344b7d1ec5
2025-07-25 11:22:16,2025-07-25 11:23:13,0,67.233.92.25,100,57,1,2025-07-25 11:23:14,R_7qESDHsTvWk9RTC,,,,,28.5423,-81.5911,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,30,100,100,84,38,90,78,100,100,71,57,,,,,,,,,,,,,,,,,,,,,,,,66757cddd8d92a5cbfda353f
2025-07-25 11:22:52,2025-07-25 11:23:29,0,76.38.33.16,100,36,1,2025-07-25 11:23:30,R_5Ft5jqfnDGnwMdM,,,,,34.777,-77.3769,anonymous,EN,1,91,94,84,89,95,68,29,100,86,85,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6091ab55ea2e97910519f8e7
2025-07-25 11:22:45,2025-07-25 11:23:30,0,73.117.13.241,100,44,1,2025-07-25 11:23:30,R_6mHYWWj2agpiCyZ,,,,,39.6951,-79.1511,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,21,91,15,43,100,13,100,39,100,94,,,,,,,,,,,,,67acf597c56cf9f78737f372
2025-07-25 11:22:44,2025-07-25 11:23:31,0,172.251.50.81,100,46,1,2025-07-25 11:23:31,R_5YnXpHws73kFRPb,,,,,34.2666,-118.7643,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,100,0,27,0,100,49,100,0,100,100,,,,,,,,,,,,,633c74ad6178784ed5b52104
2025-07-25 11:23:04,2025-07-25 11:23:31,0,99.69.246.232,100,26,1,2025-07-25 11:23:32,R_1rNFkV1seDpJ7AI,,,,,34.0259,-80.9547,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,73,74,78,100,16,58,100,28,0,35,,665d12a2ff49fcf75675540c
2025-07-25 11:22:48,2025-07-25 11:23:31,0,73.30.187.154,100,43,1,2025-07-25 11:23:32,R_5PmXyMI3IF3d9bk,,,,,40.0598,-75.1448,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,0,100,97,81,50,0,63,100,64,50,52,,,,,,,,,,,,,,,,,,,,,,,,566a19b57da035000fb39b89
2025-07-25 11:21:57,2025-07-25 11:23:32,0,65.130.10.33,100,94,1,2025-07-25 11:23:33,R_6PuzNHTkJrqpswP,,,,,40.5582,-111.9222,anonymous,EN,1,,,,,,,,,,,,100,55,79,81,50,100,30,100,81,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673d23b251f56d0010aa50ee
2025-07-25 11:22:37,2025-07-25 11:23:36,0,74.103.188.223,100,59,1,2025-07-25 11:23:36,R_1JgGnfazcXQxp38,,,,,40.1743,-75.0438,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,58,0,81,100,10,2,100,0,0,0,,605f61f6a2529d666698844b
2025-07-25 11:22:44,2025-07-25 11:23:40,0,76.164.159.201,100,55,1,2025-07-25 11:23:40,R_13fu166OWngFO9n,,,,,44.5371,-93.5836,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,80,59,0,30,90,10,100,60,80,99,,,,,,,,,,,,,663ba3fdc11bf9fcf38072d6
2025-07-25 11:22:52,2025-07-25 11:23:42,0,172.58.121.26,100,50,1,2025-07-25 11:23:42,R_3BhZk7iHdqmYrXq,,,,,42.3575,-83.2162,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,100,96,72,,98,48,99,100,31,97,,,,,,,,,,,,,,,,,,,,,,,,5e39068e0e532411b2adaa7b
2025-07-25 11:21:53,2025-07-25 11:23:44,0,71.91.155.115,100,111,1,2025-07-25 11:23:45,R_5QfHCwIgqn6Ilot,,,,,30.5178,-92.0878,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,1,50,11,0,89,0,100,79,40,29,,,,,,,,,,,,,5bc731d935b90f0001431bde
2025-07-25 11:23:14,2025-07-25 11:23:52,0,76.34.83.146,100,38,1,2025-07-25 11:23:53,R_3WXJDEwpL5R2So9,,,,,39.9914,-83.0034,anonymous,EN,1,,,,,,,,,,,,76,80,31,68,76,80,10,100,49,61,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f88732ef402be31937672b8
2025-07-25 11:23:10,2025-07-25 11:24:02,0,144.74.1.162,100,52,1,2025-07-25 11:24:02,R_12l6ktzIq56hnI4,,,,,41.8719,-87.6589,anonymous,EN,1,,,,,,,,,,,,100,75,20,80,50,90,50,100,95,10,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ca937309ac82a0001312c88
2025-07-25 11:22:27,2025-07-25 11:24:03,0,172.58.145.220,100,95,1,2025-07-25 11:24:03,R_5GZm2qAHF0PoMsx,,,,,36.1714,-86.662,anonymous,EN,1,100,100,12,71,80,9,51,100,79,100,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65c11e44ce61a23133e6723e
2025-07-25 11:23:17,2025-07-25 11:24:03,0,68.2.83.228,100,46,1,2025-07-25 11:24:03,R_5TMmCIXMDneuOXE,,,,,33.7001,-111.8877,anonymous,EN,1,77,10,12,77,56,61,79,99,80,67,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c0b388b9c7b1100015ab55f
2025-07-25 11:23:14,2025-07-25 11:24:09,0,50.216.129.154,100,55,1,2025-07-25 11:24:09,R_5EbMQNTbUWW0DcO,,,,,42.3737,-71.1284,anonymous,EN,1,,,,,,,,,,,,76,22,28,76,72,100,68,100,84,71,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62c55056993f53f1e8cf8e30
2025-07-25 11:23:37,2025-07-25 11:24:17,0,173.20.7.56,100,39,1,2025-07-25 11:24:17,R_5q8KPhRp3BapaYb,,,,,44.9388,-93.6556,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,33,28,29,19,32,29,100,19,30,20,,,,,,,,,,,,,6148f3d1074988c7852c1774
2025-07-25 11:22:42,2025-07-25 11:24:18,0,70.126.38.229,100,96,1,2025-07-25 11:24:18,R_5SJfiapBxKoUHnB,,,,,27.8673,-82.7091,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,70,51,100,0,51,100,21,100,100,75,74,,,,,,,,,,,,,,,,,,,,,,,,6629497a938b0963356f7002
2025-07-25 11:23:40,2025-07-25 11:24:19,0,174.242.136.166,100,38,1,2025-07-25 11:24:19,R_7uPrSPB9ea1edSN,,,,,41.749,-72.6904,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,80,70,100,81,48,26,100,71,5,20,,55d1955dcc2b1800102be8e3
